Id;Score;text;created
172;0.408031523227692;"h
deuborboleta
vaca
vaca
galo
aguia

O rou…";16/03/2019 00:59
173;0.38764700293541;Aqui é Galo porra;16/03/2019 00:48
174;0.83660900592804;"<U+0001F469><U+0001F3FD><U+0001F469><U+0001F3FB><U+0001F469><U+0001F3FE><U+0001F469><U+0001F3FC><U+0001F469><U+0001F3FF> Lugar de Mulher é onde ela quiser Que tal no estádio apoiando o Galo 
<U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800>
Marque aqui as Mulheres Atleti…";16/03/2019 00:46
175;0.69139176607132;"Campeão dos Campeões de 
Primeiro torneio entre clubes de âmbito nacional
Vencido pelo Galo que acertada…";16/03/2019 00:46
176;0.69139176607132;"Campeão dos Campeões de 
Primeiro torneio entre clubes de âmbito nacional
Vencido pelo Galo que…";16/03/2019 00:44
177;0.711890399456024;"Vésperas de jogo e o GaloFeminino segue treinando na Arena Inconfidência <U+0001F60D><U+26BD><U+FE0F>
Vamos Galo
FutebolFeminino…";16/03/2019 00:43
178;0.50340747833252;"O futebol é a coisa MAIS importante dentre as coisas MENOS importantes da vida

Sendo assim tudo ok
Galo";16/03/2019 00:41
179;0.43522971868515;Bettina podia patrocinar o Galo;16/03/2019 00:15
180;0.421633958816528;Se levir insistir nessa formação comvolantes e patric diante do América ces me desculpa mas vou torcer pra perd…;16/03/2019 00:11
181;0.232472836971283;"Muito chateado com o MessiEle colocou a camisola do cruzeiro logo acima da camisa do GALO
AtleticanoSegueAtleticano <U+0001F602>…";16/03/2019 00:08
182;0.3954017162323;"h
deuborboleta
vaca
vaca
galo
aguia

Ouviu…";15/03/2019 23:59
183;0.868833065032959;Atenção torcedor Quer ganhar um par de ingressos para o clássico Galo x Coelho Compareça hoje a partir das h na…;15/03/2019 23:52
184;0.74117374420166;"<U+0001F3A5> Num oferecimento da Codil Alimentos confira um ping pong especial com o lateral

Codil Alimentos o Ar…";15/03/2019 23:31
185;0.540739297866821;Ahhhhhhfdp Vc vai insistir no erro né Vc quer ser demitido mesmo certo Quem paga seu salário é a t…;15/03/2019 23:28
186;0.596939980983734;Minha participação no Programade hoje falando sobre o Levir Culpi JornalismoEsportivo BatePapoEsporti…;15/03/2019 23:07
187;0.389074474573135;"h
deuborboleta
vaca
vaca
galo
aguia

A pri…";15/03/2019 22:59
188;0.393751621246338;Jamais eu vaiaria qualquer pessoa representando o Galorepresenta ojama…;15/03/2019 22:56
189;0.330450356006622;"Hoje não tem Galo mas tem Pop Rock nocom Léo Franklin e Sandro Ligadoo

Faça sua reserva pelo telefone …";15/03/2019 22:53
190;0.62768965959549;Mais uma veztmj<U+0001F919><U+0001F3FC>domingo to garrado no clássico Faça me favornão me decpeciona é vencer…;15/03/2019 22:45
192;0.603094100952148;"<U+0001F3A5> SUB NA ESTRADA Bastidores da viagem do Galinho à Granja Comary 

Galo DesdeCedo <U+0001F3F4><U+0001F3F3>";15/03/2019 22:42
193;0.620536088943481;Você torcedor dodeseja ir no clássico Galo x Coelho que acontecerá no próximo domingo às h no Mineirão…;15/03/2019 22:37
194;0.582748353481293;<U+0001F3A5> TVGALOAOVIVO Confira as entrevistas deeao vivo direto da Cidade do Galo;15/03/2019 22:36
195;1;Seja sócioe aproveite os benefícios do Movimento por um Futebol Melhor Faça parte da Família Galo Acesse htt…;15/03/2019 22:36
196;0.176726102828979;"Recebi esse modelos de CAMISA DO GALO no WhatsApp Não sei a autoria

Colocando todos os patrocinadores e nos lug…";15/03/2019 22:06
197;1;Gostei BEM da nova camisa Será que tenho como ter esperança de ela ser menos do que RNão né Galo;15/03/2019 22:05
